player,college_team,college_seasons_played,career_college_passing_yards,avg_college_passing_yards_per_season,career_college_passing_tds,avg_college_passing_tds_per_season,career_college_rushing_yards,avg_college_rushing_yards_per_season,career_college_rushing_tds,avg_college_rushing_tds_per_season,career_college_completions,avg_college_completions_per_season,career_college_attempts,avg_college_attempts_per_season
"DJ Arroyo",Marist,1,170,170.0,0,0.00,-37,-37.0,0,0.00,12,12.0,36,36.0
"DJ Boney","Eastern Kentucky",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"DJ Gordon",Harvard,1,NULL,NULL,NULL,NULL,278,278.0,5,5.00,NULL,NULL,NULL,NULL
"DJ Irons",Akron,3,4201,1400.3,21,7.00,823,274.3,8,2.67,421,140.3,634,211.3
"DJ Ralph","Chadron St",1,228,228.0,0,0.00,19,19.0,0,0.00,20,20.0,33,33.0
"DJ Smith",Mercer,1,154,154.0,1,1.00,11,11.0,0,0.00,22,22.0,36,36.0
"DJ Stevenson","Arkansas-Pine Bluff",2,112,56.0,1,0.50,42,21.0,1,0.50,11,5.5,20,10.0
"DJ Thorpe","Western Carolina",2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"DJ Williams","Murray State",3,1730,576.7,12,4.00,158,52.7,0,0.00,152,50.7,266,88.7
"DJ Williams","Southern Illinois",2,2407,1203.5,18,9.00,722,361.0,15,7.50,194,97.0,304,152.0
"Doc Bonner","Morgan State",1,NULL,NULL,NULL,NULL,-8,-8.0,0,0.00,NULL,NULL,NULL,NULL
"Dom Nankil","San Diego",3,2170,723.3,11,3.67,94,31.3,3,1.00,191,63.7,314,104.7
"Domenic Natale","Michigan State",1,NULL,NULL,NULL,NULL,6,6.0,0,0.00,NULL,NULL,NULL,NULL
"Domenic Natale",Rutgers,2,249,124.5,0,0.00,-32,-16.0,1,0.50,17,8.5,36,18.0
"Dominic Campanile","Holy Cross",1,NULL,NULL,NULL,NULL,8,8.0,2,2.00,NULL,NULL,NULL,NULL
"Dominic Johnson","New Mexico State",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Dominiq Ponder",Bethune-Cookman,1,33,33.0,0,0.00,NULL,NULL,NULL,NULL,2,2.0,8,8.0
"Dominique Allen","The Citadel",3,96,32.0,0,0.00,134,44.7,0,0.00,6,2.0,21,7.0
"Dominique Anthony","Morgan State",2,711,355.5,4,2.00,47,23.5,1,0.50,74,37.0,131,65.5
"Dominique Davis","East Carolina",2,7192,3596.0,62,31.00,313,156.5,14,7.00,727,363.5,1103,551.5
"Dominique Shoffner",Charlotte,3,69,23.0,2,0.67,126,42.0,0,0.00,6,2.0,13,4.3
"Dominique Shoffner","Eastern Illinois",1,626,626.0,7,7.00,418,418.0,5,5.00,42,42.0,98,98.0
"Dominique Shoffner","North Carolina Central",1,NULL,NULL,NULL,NULL,7,7.0,0,0.00,NULL,NULL,NULL,NULL
"Don King III","Sam Houston",2,27,13.5,0,0.00,-33,-16.5,0,0.00,2,1.0,4,2.0
"Donald Glenn",Wagner,1,3,3.0,0,0.00,-4,-4.0,0,0.00,1,1.0,1,1.0
"Donald Hammond III","Air Force",2,1939,969.5,18,9.00,927,463.5,22,11.00,94,47.0,183,91.5
"Donavan Tate",Arizona,1,10,10.0,0,0.00,NULL,NULL,NULL,NULL,1,1.0,1,1.0
"Donny McElveen",Clemson,2,1,0.5,1,0.50,-8,-4.0,0,0.00,1,0.5,1,0.5
"Donovan Isom","SE Louisiana",1,174,174.0,2,2.00,65,65.0,0,0.00,21,21.0,31,31.0
"Donovan Leary",Illinois,1,29,29.0,0,0.00,NULL,NULL,NULL,NULL,2,2.0,5,5.0
"Donovan Porterie","New Mexico",4,6756,1689.0,33,8.25,-41,-10.3,2,0.50,614,153.5,1058,264.5
"Donovan Smith",Houston,2,3667,1833.5,26,13.00,588,294.0,9,4.50,342,171.0,529,264.5
"Donovan Smith","Texas Tech",2,2687,1343.5,19,9.50,268,134.0,10,5.00,232,116.0,361,180.5
"Dontay Warren","Northern Colorado",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Dontreal Pruitt",Troy,2,693,346.5,1,0.50,184,92.0,1,0.50,64,32.0,108,54.0
"Dontrinell Scott","Mississippi Valley State",1,38,38.0,0,0.00,13,13.0,0,0.00,5,5.0,7,7.0
"Dorian Hale","Sacramento State",1,NULL,NULL,NULL,NULL,41,41.0,1,1.00,NULL,NULL,NULL,NULL
"Dorian Thompson-Robinson",UCLA,5,10556,2111.2,87,17.40,1838,367.6,28,5.60,842,168.4,1323,264.6
"Doug Brumfield",UNLV,4,2621,655.3,12,3.00,441,110.3,10,2.50,216,54.0,364,91.0
"Drake Lindsey",Minnesota,2,1596,798.0,11,5.50,-57,-28.5,2,1.00,149,74.5,241,120.5
"Drake Maye","North Carolina",3,8018,2672.7,63,21.00,1210,403.3,16,5.33,618,206.0,951,317.0
"Dray Joseph",Southern,2,431,215.5,3,1.50,-9,-4.5,0,0.00,39,19.5,55,27.5
"Draylen Ellis","Austin Peay",1,226,226.0,1,1.00,-4,-4.0,0,0.00,22,22.0,40,40.0
"Draylen Ellis","Tennessee State",3,5848,1949.3,35,11.67,411,137.0,12,4.00,503,167.7,873,291.0
"Drayton Arnold",Chattanooga,3,126,42.0,0,0.00,36,12.0,1,0.33,14,4.7,33,11.0
"Drayton Arnold","Old Dominion",1,21,21.0,0,0.00,2,2.0,0,0.00,1,1.0,2,2.0
"Dresser Winn","UT Martin",4,3486,871.5,23,5.75,-19,-4.8,3,0.75,284,71.0,462,115.5
"Drew Allar","Penn State",4,7402,1850.5,61,15.25,736,184.0,12,3.00,633,158.3,1001,250.3
"Drew Allen",Oklahoma,2,160,80.0,0,0.00,17,8.5,1,0.50,18,9.0,30,15.0
"Drew Allen",Syracuse,1,666,666.0,2,2.00,0,0.0,0,0.00,68,68.0,122,122.0
"Drew Anderson",Buffalo,2,1039,519.5,10,5.00,92,46.0,1,0.50,66,33.0,107,53.5
"Drew Anderson","Murray State",1,118,118.0,0,0.00,1,1.0,0,0.00,15,15.0,32,32.0
"Drew Barker",Kentucky,3,747,249.0,5,1.67,7,2.3,1,0.33,57,19.0,113,37.7
"Drew Belcher",Maine,4,79,19.8,0,0.00,36,9.0,0,0.00,10,2.5,19,4.8
"Drew Burdi","Western Michigan",4,121,30.3,2,0.50,143,35.8,2,0.50,9,2.3,20,5.0
"Drew Carter",Colorado,2,38,19.0,0,0.00,13,6.5,0,0.00,6,3.0,16,8.0
"Drew Devillier",Rice,2,195,97.5,1,0.50,25,12.5,0,0.00,27,13.5,49,24.5
"Drew Dickey",Vanderbilt,1,28,28.0,0,0.00,13,13.0,1,1.00,1,1.0,2,2.0
"Drew Eason",Stonehill,1,250,250.0,0,0.00,-3,-3.0,0,0.00,21,21.0,48,48.0
"Drew Eckels","Western Kentucky",4,923,230.8,5,1.25,38,9.5,0,0.00,65,16.3,123,30.8
"Drew Guttieri","Stony Brook",1,0,0.0,0,0.00,0,0.0,0,0.00,0,0.0,4,4.0
"Drew Hare","Northern Illinois",4,4862,1215.5,37,9.25,1201,300.3,11,2.75,400,100.0,651,162.8
"Drew Keszei",Ohio,1,21,21.0,0,0.00,2,2.0,0,0.00,1,1.0,1,1.0
"Drew Kummer","Miami (OH)",4,1210,302.5,8,2.00,74,18.5,2,0.50,80,20.0,180,45.0
"Drew Lisk",Utah,3,204,68.0,0,0.00,11,3.7,0,0.00,22,7.3,35,11.7
"Drew Lock",Missouri,4,12193,3048.3,99,24.75,437,109.3,9,2.25,883,220.8,1553,388.3
"Drew Mestemaker","North Texas",2,2920,1460.0,23,11.50,152,76.0,5,2.50,225,112.5,334,167.0
"Drew Person","Long Island University",1,NULL,NULL,NULL,NULL,0,0.0,0,0.00,NULL,NULL,NULL,NULL
"Drew Plitt","Ball State",5,9039,1807.8,68,13.60,423,84.6,14,2.80,777,155.4,1246,249.2
"Drew Pyne","Arizona State",1,273,273.0,2,2.00,-49,-49.0,0,0.00,26,26.0,49,49.0
"Drew Pyne","Bowling Green",1,830,830.0,4,4.00,16,16.0,0,0.00,87,87.0,135,135.0
"Drew Pyne",Missouri,1,391,391.0,3,3.00,21,21.0,0,0.00,49,49.0,82,82.0
"Drew Pyne","Notre Dame",3,2257,752.3,24,8.00,106,35.3,2,0.67,181,60.3,287,95.7
"Drew Reed",Lafayette,1,205,205.0,0,0.00,-13,-13.0,1,1.00,21,21.0,36,36.0
"Drew VanVleet",Dayton,3,2791,930.3,23,7.67,-290,-96.7,0,0.00,290,96.7,466,155.3
"Drew Westling","San Diego State",2,270,135.0,1,0.50,-23,-11.5,1,0.50,32,16.0,65,32.5
"Drew Westling",Tulsa,1,37,37.0,0,0.00,NULL,NULL,NULL,NULL,1,1.0,1,1.0
"Drew Zaubi","Western Kentucky",1,38,38.0,0,0.00,-3,-3.0,0,0.00,3,3.0,4,4.0
"Driphus Jackson",Rice,4,5912,1478.0,48,12.00,804,201.0,6,1.50,420,105.0,732,183.0
"Dru Brown",Hawai'i,2,5273,2636.5,37,18.50,313,156.5,6,3.00,463,231.5,747,373.5
"Dru Brown","Oklahoma State",1,810,810.0,7,7.00,6,6.0,1,1.00,72,72.0,107,107.0
"Dru Deshields","Kent State",1,1109,1109.0,11,11.00,41,41.0,2,2.00,79,79.0,138,138.0
"Duce Taylor","Morgan State",4,1591,397.8,9,2.25,109,27.3,2,0.50,139,34.8,277,69.3
"Duke DeLancellotti","Texas State",2,225,112.5,2,1.00,118,59.0,4,2.00,15,7.5,40,20.0
"Duncan Hodges",VMI,1,3,3.0,0,0.00,-16,-16.0,0,0.00,5,5.0,10,10.0
"Dustin Crum","Kent State",5,7449,1489.8,55,11.00,2071,414.2,24,4.80,576,115.2,864,172.8
"Dustin Fletcher","Northern Illinois",1,NULL,NULL,NULL,NULL,103,103.0,0,0.00,NULL,NULL,NULL,NULL
"Dustin Fletcher","The Citadel",2,254,127.0,1,0.50,139,69.5,2,1.00,27,13.5,45,22.5
"Dustin Haines",Oregon,3,0,0.0,0,0.00,14,4.7,0,0.00,0,0.0,1,0.3
"Dustin Sherer",Wisconsin,3,1389,463.0,6,2.00,22,7.3,2,0.67,104,34.7,194,64.7
"Dusty Kiel",Indiana,2,498,249.0,3,1.50,2,1.0,0,0.00,43,21.5,99,49.5
"Dwayne Haskins","Ohio State",2,5316,2658.0,53,26.50,194,97.0,4,2.00,411,205.5,588,294.0
"Dwayne Lawson","Virginia Tech",1,51,51.0,0,0.00,55,55.0,1,1.00,3,3.0,9,9.0
"Dwight Dasher","Middle Tennessee",4,5643,1410.8,40,10.00,2419,604.8,24,6.00,470,117.5,853,213.3
"Dylan Cadwallader",Dartmouth,2,1388,694.0,4,2.00,-71,-35.5,1,0.50,148,74.0,247,123.5
"Dylan Earney",Campbell,2,8,4.0,0,0.00,-5,-2.5,0,0.00,4,2.0,5,2.5
"Dylan Favre","Mississippi State",1,119,119.0,1,1.00,8,8.0,2,2.00,13,13.0,26,26.0
"Dylan Favre","UT Martin",2,271,135.5,1,0.50,17,8.5,0,0.00,30,15.0,50,25.0
"Dylan Hopkins","New Mexico",1,2074,2074.0,11,11.00,124,124.0,1,1.00,157,157.0,282,282.0
"Dylan Hopkins",UAB,4,4757,1189.3,31,7.75,352,88.0,8,2.00,335,83.8,535,133.8
"Dylan Laible","Tennessee Tech",1,913,913.0,4,4.00,-113,-113.0,0,0.00,84,84.0,147,147.0
"Dylan Lonergan",Alabama,2,35,17.5,0,0.00,21,10.5,0,0.00,7,3.5,8,4.0
"Dylan Lonergan","Boston College",1,1394,1394.0,9,9.00,-47,-47.0,1,1.00,132,132.0,197,197.0
"Dylan McCaffrey",Michigan,2,242,121.0,3,1.50,166,83.0,2,1.00,18,9.0,35,17.5
"Dylan McCaffrey","Northern Colorado",2,2160,1080.0,13,6.50,160,80.0,0,0.00,213,106.5,358,179.0
"Dylan Mehrotra",Southern,1,0,0.0,0,0.00,4,4.0,0,0.00,0,0.0,1,1.0
"Dylan Morris","James Madison",1,6,6.0,0,0.00,NULL,NULL,NULL,NULL,1,1.0,1,1.0
"Dylan Morris",Washington,4,3721,930.3,20,5.00,56,14.0,5,1.25,305,76.3,503,125.8
"Dylan Plautz",Stanford,1,26,26.0,0,0.00,-3,-3.0,0,0.00,2,2.0,5,5.0
"Dylan Raiola",Nebraska,2,4715,2357.5,30,15.00,-151,-75.5,0,0.00,445,222.5,644,322.0
"Dylan Ratliff",Charlotte,1,NULL,NULL,NULL,NULL,-4,-4.0,0,0.00,NULL,NULL,NULL,NULL
"Dylan Rizk",UCF,2,943,471.5,5,2.50,45,22.5,0,0.00,77,38.5,123,61.5
"Dylan Thompson","South Carolina",4,5391,1347.8,40,10.00,-6,-1.5,9,2.25,390,97.5,669,167.3
"Dylan Wittke",Minnesota,1,7,7.0,0,0.00,NULL,NULL,NULL,NULL,1,1.0,3,3.0
"E.J. Hilliard","Florida International",3,1756,585.3,8,2.67,-54,-18.0,1,0.33,175,58.3,274,91.3
"E.J. Warner","Fresno State",1,1486,1486.0,10,10.00,91,91.0,1,1.00,139,139.0,202,202.0
"E.J. Warner",Rice,1,2710,2710.0,17,17.00,12,12.0,1,1.00,271,271.0,438,438.0
"E.J. Warner",Temple,2,6104,3052.0,41,20.50,-43,-21.5,0,0.00,524,262.0,888,444.0
"Earl Woods",Hampton,1,65,65.0,0,0.00,162,162.0,2,2.00,4,4.0,8,8.0
"Earl Woods","Jacksonville State",1,NULL,NULL,NULL,NULL,24,24.0,0,0.00,NULL,NULL,NULL,NULL
"Earnest Carrington","UL Monroe",2,546,273.0,5,2.50,56,28.0,1,0.50,57,28.5,120,60.0
"Easton Stick","North Dakota State",1,124,124.0,1,1.00,35,35.0,0,0.00,11,11.0,19,19.0
"Ebahn Feathers","Fresno State",1,7,7.0,1,1.00,57,57.0,1,1.00,2,2.0,3,3.0
"Eddie Lee Marburger","UT Rio Grande Valley",1,1971,1971.0,22,22.00,230,230.0,4,4.00,128,128.0,199,199.0
"Eddie Lee Marburger",UTSA,4,777,194.3,7,1.75,40,10.0,0,0.00,65,16.3,120,30.0
"Eddie Printz",Missouri,1,0,0.0,0,0.00,NULL,NULL,NULL,NULL,0,0.0,1,1.0
"Eddie Printz","Texas State",1,208,208.0,1,1.00,49,49.0,0,0.00,12,12.0,25,25.0
"Eddie Schott",Butler,2,24,12.0,0,0.00,-2,-1.0,0,0.00,5,2.5,13,6.5
"Eddie Sullivan",Marshall,1,134,134.0,1,1.00,51,51.0,0,0.00,6,6.0,24,24.0
"Eddie Sullivan","Western Carolina",2,474,237.0,1,0.50,130,65.0,2,1.00,42,21.0,98,49.0
"Edward Wright-Baker",Indiana,2,1109,554.5,5,2.50,93,46.5,0,0.00,96,48.0,165,82.5
"Edwin Rhodes","Tennessee State",1,68,68.0,0,0.00,38,38.0,1,1.00,6,6.0,11,11.0
"EJ Caminong",California,1,57,57.0,0,0.00,18,18.0,0,0.00,6,6.0,19,19.0
"EJ Colson","Incarnate Word",1,1560,1560.0,11,11.00,251,251.0,3,3.00,151,151.0,216,216.0
"EJ Colson",UCF,1,64,64.0,1,1.00,14,14.0,0,0.00,9,9.0,16,16.0
"EJ Manuel","Florida State",4,7736,1934.0,47,11.75,826,206.5,11,2.75,600,150.0,897,224.3
"EJ Perry","Boston College",1,271,271.0,2,2.00,70,70.0,1,1.00,26,26.0,39,39.0
"EJ Perry",Brown,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Eli Anderson","Northwestern State",1,111,111.0,0,0.00,-1,-1.0,0,0.00,15,15.0,29,29.0
"Eli Brickhandler","Houston Christian",1,491,491.0,4,4.00,236,236.0,1,1.00,36,36.0,72,72.0
"Eli Brickhandler","North Carolina A&T",2,434,217.0,3,1.50,200,100.0,2,1.00,35,17.5,67,33.5
"Eli Dunne","Northern Iowa",3,497,165.7,5,1.67,-15,-5.0,0,0.00,45,15.0,73,24.3
"Eli Friend",Princeton,1,NULL,NULL,NULL,NULL,0,0.0,0,0.00,NULL,NULL,NULL,NULL
"Eli Holstein",Pittsburgh,2,3283,1641.5,28,14.00,415,207.5,4,2.00,253,126.5,409,204.5
"Eli Jenkins","Jacksonville State",4,683,170.8,2,0.50,139,34.8,1,0.25,53,13.3,96,24.0
"Eli Peters",Toledo,3,3771,1257.0,33,11.00,124,41.3,0,0.00,296,98.7,498,166.0
"Eli Sawyer","SE Louisiana",4,4846,1211.5,29,7.25,-220,-55.0,1,0.25,440,110.0,711,177.8
"Elijah Brown",Stanford,2,384,192.0,2,1.00,-26,-13.0,0,0.00,37,18.5,65,32.5
"Elijah Burrell",Davidson,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Elijah Gainey","South Alabama",1,38,38.0,0,0.00,NULL,NULL,NULL,NULL,6,6.0,9,9.0
"Elijah Guttman",Elon,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Elijah Owens","Indiana State",3,2342,780.7,17,5.67,811,270.3,8,2.67,231,77.0,347,115.7
"Elijah Sindelar",Purdue,4,3525,881.3,29,7.25,-39,-9.8,1,0.25,299,74.8,517,129.3
"Elijah Staley","Mississippi State",1,51,51.0,1,1.00,18,18.0,0,0.00,3,3.0,5,5.0
"Elijah Staley","Morgan State",1,24,24.0,0,0.00,19,19.0,0,0.00,2,2.0,12,12.0
"Elijah Walker",Grambling,1,30,30.0,0,0.00,4,4.0,0,0.00,8,8.0,13,13.0
"Ellis Richardson","Georgia Southern",2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Emmett Brown","San José State",1,1621,1621.0,16,16.00,-23,-23.0,1,1.00,125,125.0,217,217.0
"Emmett Brown","Washington State",1,14,14.0,0,0.00,NULL,NULL,NULL,NULL,2,2.0,4,4.0
"Emmett Clifford","Holy Cross",2,55,27.5,0,0.00,-15,-7.5,0,0.00,8,4.0,18,9.0
"Emmett Morehead","Boston College",3,1465,488.3,10,3.33,-38,-12.7,0,0.00,136,45.3,238,79.3
"Emory Jones","Arizona State",1,1533,1533.0,7,7.00,31,31.0,4,4.00,125,125.0,198,198.0
"Emory Jones",Cincinnati,1,2219,2219.0,18,18.00,560,560.0,4,4.00,197,197.0,322,322.0
"Emory Jones",Florida,4,3347,836.8,26,6.50,1266,316.5,10,2.50,279,69.8,432,108.0
"Emory Williams",Miami,3,781,260.3,4,1.33,2,0.7,0,0.00,71,23.7,113,37.7
"Enzo Arjona",Marist,1,320,320.0,2,2.00,-6,-6.0,0,0.00,46,46.0,77,77.0
"Enzo Arjona",Monmouth,2,614,307.0,4,2.00,-14,-7.0,0,0.00,48,24.0,75,37.5
"Eric Barriere","Eastern Washington",4,598,149.5,4,1.00,45,11.3,0,0.00,51,12.8,76,19.0
"Eric Dungey",Syracuse,4,9334,2333.5,58,14.50,1993,498.3,35,8.75,785,196.3,1280,320.0
"Eric Gibson Jr.","Northern Colorado",1,2056,2056.0,10,10.00,19,19.0,0,0.00,171,171.0,258,258.0
"Eric Handley","Alabama A&M",1,886,886.0,7,7.00,-2,-2.0,0,0.00,78,78.0,127,127.0
"Eric Kordenbrock",VMI,4,388,97.0,1,0.25,-64,-16.0,0,0.00,46,11.5,101,25.3
"Eric Mathews",Memphis,1,24,24.0,1,1.00,71,71.0,0,0.00,3,3.0,5,5.0
"Eric Najarian",Maryland,2,280,140.0,2,1.00,-16,-8.0,0,0.00,16,8.0,32,16.0
"Eric Rodriguez","East Texas A&M",3,2348,782.7,21,7.00,203,67.7,2,0.67,196,65.3,316,105.3
"Eric Schmid","Sam Houston",2,185,92.5,1,0.50,17,8.5,1,0.50,14,7.0,21,10.5
"Eric Soza",UTSA,2,4804,2402.0,32,16.00,733,366.5,13,6.50,402,201.0,659,329.5
"Esayah Obado","Delaware State",1,5,5.0,0,0.00,-68,-68.0,0,0.00,3,3.0,8,8.0
"ET Harris","Southern Illinois",1,NULL,NULL,NULL,NULL,-1,-1.0,0,0.00,NULL,NULL,NULL,NULL
"Ethan Bullock","Oklahoma State",2,90,45.0,0,0.00,-7,-3.5,0,0.00,13,6.5,23,11.5
"Ethan Crawford","Arkansas State",1,NULL,NULL,NULL,NULL,4,4.0,0,0.00,NULL,NULL,NULL,NULL
"Ethan Crawford","Southern Miss",2,1095,547.5,3,1.50,305,152.5,4,2.00,69,34.5,158,79.0
"Ethan Drumm",Wofford,1,279,279.0,3,3.00,-55,-55.0,0,0.00,18,18.0,41,41.0
"Ethan Garbers",UCLA,4,4462,1115.5,31,7.75,295,73.8,3,0.75,390,97.5,597,149.3
"Ethan Grady",Bucknell,2,776,388.0,2,1.00,-62,-31.0,0,0.00,82,41.0,181,90.5
"Ethan Greenwood","Long Island University",3,1235,411.7,7,2.33,1197,399.0,7,2.33,83,27.7,155,51.7
"Ethan Grunkemeyer","Penn State",2,207,103.5,1,0.50,9,4.5,1,0.50,24,12.0,41,20.5
"Ethan Hampton",Illinois,1,27,27.0,0,0.00,NULL,NULL,NULL,NULL,3,3.0,4,4.0
"Ethan Hampton","Northern Illinois",4,2576,644.0,21,5.25,119,29.8,2,0.50,238,59.5,410,102.5
"Ethan Horton",Louisville,1,NULL,NULL,NULL,NULL,1,1.0,0,0.00,NULL,NULL,NULL,NULL
"Ethan Houck",Liberty,1,17,17.0,0,0.00,24,24.0,0,0.00,1,1.0,6,6.0
"Ethan Lane","Central Michigan",1,10,10.0,0,0.00,NULL,NULL,NULL,NULL,1,1.0,3,3.0
"Ethan Long","Abilene Christian",1,609,609.0,6,6.00,12,12.0,0,0.00,61,61.0,107,107.0
"Ethan Long","Arizona State",1,NULL,NULL,NULL,NULL,32,32.0,0,0.00,NULL,NULL,NULL,NULL
"Ethan Rhodes","NC State",1,NULL,NULL,NULL,NULL,3,3.0,0,0.00,NULL,NULL,NULL,NULL
"Ethan Roberts","Tennessee Tech",2,437,218.5,2,1.00,30,15.0,0,0.00,49,24.5,85,42.5
"Ethan Vasko","Coastal Carolina",2,2899,1449.5,21,10.50,815,407.5,7,3.50,224,112.0,393,196.5
"Ethan Vasko",Kansas,1,13,13.0,0,0.00,6,6.0,0,0.00,3,3.0,5,5.0
"Ethan Vasko",Liberty,1,1185,1185.0,6,6.00,192,192.0,3,3.00,94,94.0,159,159.0
"Evan Bullock","Louisiana Tech",3,2240,746.7,14,4.67,-126,-42.0,1,0.33,212,70.7,328,109.3
"Evan Conley",Louisville,4,740,185.0,5,1.25,146,36.5,3,0.75,54,13.5,96,24.0
"Evan Cormier","Sacred Heart",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Evan Crower",Stanford,2,324,162.0,2,1.00,-3,-1.5,0,0.00,25,12.5,42,21.0
"Evan Ingram","Jackson State",2,114,57.0,0,0.00,24,12.0,1,0.50,7,3.5,13,6.5
"Evan Jacks",Wofford,3,170,56.7,0,0.00,157,52.3,0,0.00,15,5.0,28,9.3
"Evan Marshman",Rice,2,191,95.5,0,0.00,67,33.5,2,1.00,19,9.5,36,18.0
"Evan Nelson",Duquesne,1,4,4.0,0,0.00,NULL,NULL,NULL,NULL,1,1.0,2,2.0
"Evan Olaes","Colorado State",1,50,50.0,0,0.00,84,84.0,0,0.00,7,7.0,12,12.0
"Evan Olaes","Indiana State",2,226,113.0,1,0.50,209,104.5,1,0.50,24,12.0,46,23.0
"Evan Orth","South Alabama",2,1795,897.5,11,5.50,214,107.0,1,0.50,145,72.5,223,111.5
"Evan Sharpley","Notre Dame",3,761,253.7,5,1.67,-94,-31.3,0,0.00,81,27.0,147,49.0
"Evan Shirreffs",Charlotte,2,631,315.5,2,1.00,32,16.0,2,1.00,54,27.0,106,53.0
"Evan Shirreffs",Miami,1,16,16.0,0,0.00,-2,-2.0,0,0.00,2,2.0,7,7.0
"Evan Simon",Rutgers,3,957,319.0,5,1.67,4,1.3,0,0.00,97,32.3,168,56.0
"Evan Simon",Temple,2,3643,1821.5,36,18.00,209,104.5,5,2.50,314,157.0,518,259.0
"Evan Wilson","South Florida",1,NULL,NULL,NULL,NULL,-24,-24.0,0,0.00,NULL,NULL,NULL,NULL
"Everett Golson","Florida State",1,1778,1778.0,11,11.00,-35,-35.0,0,0.00,147,147.0,219,219.0
"Everett Golson","Notre Dame",2,5850,2925.0,41,20.50,581,290.5,14,7.00,443,221.5,745,372.5
"Ezayi Youyoute","Georgia Southern",2,0,0.0,0,0.00,197,98.5,1,0.50,0,0.0,2,1.0
"Faton Bauta","Colorado State",1,114,114.0,1,1.00,124,124.0,0,0.00,12,12.0,29,29.0
"Faton Bauta",Georgia,3,202,67.3,0,0.00,50,16.7,2,0.67,19,6.3,38,12.7
"Favian Upshaw","Georgia Southern",3,1126,375.3,6,2.00,1309,436.3,10,3.33,84,28.0,159,53.0
"Feleipe Franks",Arkansas,1,2091,2091.0,17,17.00,204,204.0,1,1.00,162,162.0,237,237.0
"Feleipe Franks",Florida,4,4593,1148.3,38,9.50,438,109.5,8,2.00,367,91.8,622,155.5
"Felix Harper","Alcorn State",3,284,94.7,1,0.33,-5,-1.7,0,0.00,26,8.7,42,14.0
"Fernando Mendoza",California,2,4712,2356.0,30,15.00,191,95.5,4,2.00,418,209.0,629,314.5
"Fernando Mendoza",Indiana,1,1923,1923.0,24,24.00,196,196.0,3,3.00,148,148.0,203,203.0
"Ford Childress","Fresno State",1,159,159.0,2,2.00,-19,-19.0,0,0.00,19,19.0,34,34.0
"Ford Childress","West Virginia",1,421,421.0,3,3.00,-41,-41.0,0,0.00,36,36.0,63,63.0
"Forrest Brock",Temple,2,601,300.5,1,0.50,3,1.5,1,0.50,67,33.5,118,59.0
"Foster Sawyer","Stephen F. Austin",2,157,78.5,0,0.00,-29,-14.5,0,0.00,13,6.5,31,15.5
"Foster Sawyer",TCU,2,433,216.5,3,1.50,79,39.5,0,0.00,37,18.5,82,41.0
"Frank Harris",UTSA,5,11858,2371.6,92,18.40,2144,428.8,28,5.60,1034,206.8,1546,309.2
"Frank Nutile",Temple,4,2225,556.3,17,4.25,50,12.5,2,0.50,167,41.8,279,69.8
"Frankie Savino",Monmouth,3,48,16.0,1,0.33,46,15.3,2,0.67,6,2.0,8,2.7
"Frankie Weaver",Monmouth,1,183,183.0,1,1.00,-25,-25.0,0,0.00,18,18.0,31,31.0
"Frankie Williams",UAlbany,1,NULL,NULL,NULL,NULL,4,4.0,0,0.00,NULL,NULL,NULL,NULL
"Fred Payton","Coastal Carolina",3,2381,793.7,21,7.00,416,138.7,2,0.67,186,62.0,299,99.7
"Fred Payton",Mercer,2,3178,1589.0,34,17.00,174,87.0,1,0.50,226,113.0,341,170.5
"Fredi Knighten","Arkansas State",4,5371,1342.8,46,11.50,1619,404.8,21,5.25,442,110.5,736,184.0
"G.J. Kinne",Tulsa,3,9472,3157.3,81,27.00,1365,455.0,15,5.00,732,244.0,1195,398.3
"Gabarri Johnson","Oregon State",2,312,156.0,2,1.00,201,100.5,2,1.00,32,16.0,58,29.0
"Gabe Passini",Butler,2,67,33.5,1,0.50,278,139.0,2,1.00,6,3.0,10,5.0
"Gael Ochoa",UNLV,1,NULL,NULL,NULL,NULL,-1,-1.0,0,0.00,NULL,NULL,NULL,NULL
"Gage Gubrud","Eastern Washington",3,912,304.0,9,3.00,84,28.0,1,0.33,70,23.3,110,36.7
"Gage Gubrud","Washington State",1,89,89.0,1,1.00,NULL,NULL,NULL,NULL,10,10.0,13,13.0
"Gage Moloney",Bryant,1,258,258.0,3,3.00,11,11.0,0,0.00,21,21.0,33,33.0
