"season","season_type","week","poll","rank","teamId","school","conference","first_place_votes","points"
1990,"regular",13,"AP Top 25",22,356,"Illinois","Big Ten",NA,NA
1990,"regular",13,"AP Top 25",23,2,"Auburn","SEC",NA,NA
1990,"regular",13,"AP Top 25",24,127,"Michigan State","Big Ten",NA,NA
1990,"regular",13,"AP Top 25",25,2572,"Southern Miss","FBS Independents",NA,NA
1990,"regular",14,"AP Top 25",1,38,"Colorado","Big 8",NA,NA
1990,"regular",14,"AP Top 25",2,59,"Georgia Tech","ACC",NA,NA
1990,"regular",14,"AP Top 25",3,2390,"Miami","FBS Independents",NA,NA
1990,"regular",14,"AP Top 25",4,252,"BYU","Western Athletic",NA,NA
1990,"regular",14,"AP Top 25",5,251,"Texas","Southwest",NA,NA
1990,"regular",14,"AP Top 25",6,57,"Florida","SEC",NA,NA
1990,"regular",14,"AP Top 25",7,87,"Notre Dame","FBS Independents",NA,NA
1990,"regular",14,"AP Top 25",8,52,"Florida State","FBS Independents",NA,NA
1990,"regular",14,"AP Top 25",9,264,"Washington","Pac-10",NA,NA
1990,"regular",14,"AP Top 25",10,213,"Penn State","FBS Independents",NA,NA
1990,"regular",14,"AP Top 25",11,248,"Houston","Southwest",NA,NA
1990,"regular",14,"AP Top 25",12,2633,"Tennessee","SEC",NA,NA
1990,"regular",14,"AP Top 25",13,130,"Michigan","Big Ten",NA,NA
1990,"regular",14,"AP Top 25",14,228,"Clemson","ACC",NA,NA
1990,"regular",14,"AP Top 25",15,145,"Ole Miss","SEC",NA,NA
1990,"regular",14,"AP Top 25",16,356,"Illinois","Big Ten",NA,NA
1990,"regular",14,"AP Top 25",17,97,"Louisville","FBS Independents",NA,NA
1990,"regular",14,"AP Top 25",18,2294,"Iowa","Big Ten",NA,NA
1990,"regular",14,"AP Top 25",19,158,"Nebraska","Big 8",NA,NA
1990,"regular",14,"AP Top 25",20,2,"Auburn","SEC",NA,NA
1990,"regular",14,"AP Top 25",21,30,"USC","Pac-10",NA,NA
1990,"regular",14,"AP Top 25",22,201,"Oklahoma","Big 8",NA,NA
1990,"regular",14,"AP Top 25",23,127,"Michigan State","Big Ten",NA,NA
1990,"regular",14,"AP Top 25",24,2572,"Southern Miss","FBS Independents",NA,NA
1990,"regular",14,"AP Top 25",25,194,"Ohio State","Big Ten",NA,NA
1990,"regular",15,"AP Top 25",1,38,"Colorado","Big 8",NA,NA
1990,"regular",15,"AP Top 25",2,59,"Georgia Tech","ACC",NA,NA
1990,"regular",15,"AP Top 25",3,251,"Texas","Southwest",NA,NA
1990,"regular",15,"AP Top 25",4,2390,"Miami","FBS Independents",NA,NA
1990,"regular",15,"AP Top 25",5,87,"Notre Dame","FBS Independents",NA,NA
1990,"regular",15,"AP Top 25",6,52,"Florida State","FBS Independents",NA,NA
1990,"regular",15,"AP Top 25",7,213,"Penn State","FBS Independents",NA,NA
1990,"regular",15,"AP Top 25",8,264,"Washington","Pac-10",NA,NA
1990,"regular",15,"AP Top 25",9,248,"Houston","Southwest",NA,NA
1990,"regular",15,"AP Top 25",10,2633,"Tennessee","SEC",NA,NA
1990,"regular",15,"AP Top 25",11,57,"Florida","SEC",NA,NA
1990,"regular",15,"AP Top 25",12,130,"Michigan","Big Ten",NA,NA
1990,"regular",15,"AP Top 25",13,252,"BYU","Western Athletic",NA,NA
1990,"regular",15,"AP Top 25",14,228,"Clemson","ACC",NA,NA
1990,"regular",15,"AP Top 25",15,145,"Ole Miss","SEC",NA,NA
1990,"regular",15,"AP Top 25",16,356,"Illinois","Big Ten",NA,NA
1990,"regular",15,"AP Top 25",17,2294,"Iowa","Big Ten",NA,NA
1990,"regular",15,"AP Top 25",18,97,"Louisville","FBS Independents",NA,NA
1990,"regular",15,"AP Top 25",19,158,"Nebraska","Big 8",NA,NA
1990,"regular",15,"AP Top 25",20,201,"Oklahoma","Big 8",NA,NA
1990,"regular",15,"AP Top 25",21,30,"USC","Pac-10",NA,NA
1990,"regular",15,"AP Top 25",22,127,"Michigan State","Big Ten",NA,NA
1990,"regular",15,"AP Top 25",23,2572,"Southern Miss","FBS Independents",NA,NA
1990,"regular",15,"AP Top 25",24,194,"Ohio State","Big Ten",NA,NA
1990,"regular",15,"AP Top 25",25,333,"Alabama","SEC",NA,NA
1991,"regular",1,"AP Top 25",1,52,"Florida State","FBS Independents",NA,NA
1991,"postseason",1,"AP Top 25",1,2390,"Miami","Big East",NA,NA
1991,"regular",1,"AP Top 25",2,130,"Michigan","Big Ten",NA,NA
1991,"postseason",1,"AP Top 25",2,264,"Washington","Pac-10",NA,NA
1991,"regular",1,"AP Top 25",3,2390,"Miami","Big East",NA,NA
1991,"postseason",1,"AP Top 25",3,213,"Penn State","FBS Independents",NA,NA
1991,"regular",1,"AP Top 25",4,264,"Washington","Pac-10",NA,NA
1991,"postseason",1,"AP Top 25",4,52,"Florida State","FBS Independents",NA,NA
1991,"regular",1,"AP Top 25",5,57,"Florida","SEC",NA,NA
1991,"postseason",1,"AP Top 25",5,333,"Alabama","SEC",NA,NA
1991,"regular",1,"AP Top 25",6,87,"Notre Dame","FBS Independents",NA,NA
1991,"postseason",1,"AP Top 25",6,130,"Michigan","Big Ten",NA,NA
1991,"regular",1,"AP Top 25",7,213,"Penn State","FBS Independents",NA,NA
1991,"postseason",1,"AP Top 25",7,57,"Florida","SEC",NA,NA
1991,"regular",1,"AP Top 25",8,59,"Georgia Tech","ACC",NA,NA
1991,"postseason",1,"AP Top 25",8,25,"California","Pac-10",NA,NA
1991,"regular",1,"AP Top 25",9,228,"Clemson","ACC",NA,NA
1991,"postseason",1,"AP Top 25",9,151,"East Carolina","FBS Independents",NA,NA
1991,"regular",1,"AP Top 25",10,201,"Oklahoma","Big 8",NA,NA
1991,"postseason",1,"AP Top 25",10,2294,"Iowa","Big Ten",NA,NA
1991,"regular",1,"AP Top 25",11,2633,"Tennessee","SEC",NA,NA
1991,"postseason",1,"AP Top 25",11,183,"Syracuse","Big East",NA,NA
1991,"regular",1,"AP Top 25",12,248,"Houston","Southwest",NA,NA
1991,"postseason",1,"AP Top 25",12,245,"Texas A&M","Southwest",NA,NA
1991,"regular",1,"AP Top 25",13,38,"Colorado","Big 8",NA,NA
1991,"postseason",1,"AP Top 25",13,87,"Notre Dame","FBS Independents",NA,NA
1991,"regular",1,"AP Top 25",14,251,"Texas","Southwest",NA,NA
1991,"postseason",1,"AP Top 25",14,2633,"Tennessee","SEC",NA,NA
1991,"regular",1,"AP Top 25",15,158,"Nebraska","Big 8",NA,NA
1991,"postseason",1,"AP Top 25",15,158,"Nebraska","Big 8",NA,NA
1991,"regular",1,"AP Top 25",16,30,"USC","Pac-10",NA,NA
1991,"postseason",1,"AP Top 25",16,201,"Oklahoma","Big 8",NA,NA
1991,"regular",1,"AP Top 25",17,2,"Auburn","SEC",NA,NA
1991,"postseason",1,"AP Top 25",17,61,"Georgia","SEC",NA,NA
1991,"regular",1,"AP Top 25",18,2294,"Iowa","Big Ten",NA,NA
1991,"postseason",1,"AP Top 25",18,228,"Clemson","ACC",NA,NA
1991,"regular",1,"AP Top 25",19,252,"BYU","Western Athletic",NA,NA
1991,"postseason",1,"AP Top 25",19,26,"UCLA","Pac-10",NA,NA
1991,"regular",1,"AP Top 25",20,127,"Michigan State","Big Ten",NA,NA
1991,"postseason",1,"AP Top 25",20,38,"Colorado","Big 8",NA,NA
1991,"regular",1,"AP Top 25",21,245,"Texas A&M","Southwest",NA,NA
1991,"postseason",1,"AP Top 25",21,202,"Tulsa","FBS Independents",NA,NA
1991,"regular",1,"AP Top 25",22,333,"Alabama","SEC",NA,NA
1991,"postseason",1,"AP Top 25",22,24,"Stanford","Pac-10",NA,NA
1991,"regular",1,"AP Top 25",23,194,"Ohio State","Big Ten",NA,NA
1991,"postseason",1,"AP Top 25",23,252,"BYU","Western Athletic",NA,NA
1991,"regular",1,"AP Top 25",24,26,"UCLA","Pac-10",NA,NA
1991,"postseason",1,"AP Top 25",24,152,"NC State","ACC",NA,NA
1991,"regular",1,"AP Top 25",25,183,"Syracuse","Big East",NA,NA
1991,"postseason",1,"AP Top 25",25,2005,"Air Force","Western Athletic",NA,NA
1991,"regular",2,"AP Top 25",1,52,"Florida State","FBS Independents",NA,NA
1991,"regular",2,"AP Top 25",2,130,"Michigan","Big Ten",NA,NA
1991,"regular",2,"AP Top 25",3,2390,"Miami","Big East",NA,NA
1991,"regular",2,"AP Top 25",4,264,"Washington","Pac-10",NA,NA
1991,"regular",2,"AP Top 25",5,213,"Penn State","FBS Independents",NA,NA
1991,"regular",2,"AP Top 25",6,57,"Florida","SEC",NA,NA
1991,"regular",2,"AP Top 25",7,87,"Notre Dame","FBS Independents",NA,NA
1991,"regular",2,"AP Top 25",8,228,"Clemson","ACC",NA,NA
1991,"regular",2,"AP Top 25",9,201,"Oklahoma","Big 8",NA,NA
1991,"regular",2,"AP Top 25",10,248,"Houston","Southwest",NA,NA
1991,"regular",2,"AP Top 25",11,2633,"Tennessee","SEC",NA,NA
1991,"regular",2,"AP Top 25",12,38,"Colorado","Big 8",NA,NA
1991,"regular",2,"AP Top 25",13,251,"Texas","Southwest",NA,NA
1991,"regular",2,"AP Top 25",14,158,"Nebraska","Big 8",NA,NA
1991,"regular",2,"AP Top 25",15,2294,"Iowa","Big Ten",NA,NA
1991,"regular",2,"AP Top 25",16,30,"USC","Pac-10",NA,NA
1991,"regular",2,"AP Top 25",17,59,"Georgia Tech","ACC",NA,NA
1991,"regular",2,"AP Top 25",18,2,"Auburn","SEC",NA,NA
1991,"regular",2,"AP Top 25",19,127,"Michigan State","Big Ten",NA,NA
1991,"regular",2,"AP Top 25",20,333,"Alabama","SEC",NA,NA
1991,"regular",2,"AP Top 25",21,245,"Texas A&M","Southwest",NA,NA
1991,"regular",2,"AP Top 25",22,194,"Ohio State","Big Ten",NA,NA
1991,"regular",2,"AP Top 25",23,26,"UCLA","Pac-10",NA,NA
1991,"regular",2,"AP Top 25",24,183,"Syracuse","Big East",NA,NA
1991,"regular",2,"AP Top 25",25,252,"BYU","Western Athletic",NA,NA
1991,"regular",3,"AP Top 25",1,52,"Florida State","FBS Independents",NA,NA
1991,"regular",3,"AP Top 25",2,2390,"Miami","Big East",NA,NA
1991,"regular",3,"AP Top 25",3,130,"Michigan","Big Ten",NA,NA
1991,"regular",3,"AP Top 25",4,264,"Washington","Pac-10",NA,NA
1991,"regular",3,"AP Top 25",5,213,"Penn State","FBS Independents",NA,NA
1991,"regular",3,"AP Top 25",6,57,"Florida","SEC",NA,NA
1991,"regular",3,"AP Top 25",7,87,"Notre Dame","FBS Independents",NA,NA
1991,"regular",3,"AP Top 25",8,228,"Clemson","ACC",NA,NA
1991,"regular",3,"AP Top 25",9,201,"Oklahoma","Big 8",NA,NA
1991,"regular",3,"AP Top 25",10,248,"Houston","Southwest",NA,NA
1991,"regular",3,"AP Top 25",11,2633,"Tennessee","SEC",NA,NA
1991,"regular",3,"AP Top 25",12,38,"Colorado","Big 8",NA,NA
1991,"regular",3,"AP Top 25",13,158,"Nebraska","Big 8",NA,NA
1991,"regular",3,"AP Top 25",14,2294,"Iowa","Big Ten",NA,NA
1991,"regular",3,"AP Top 25",15,2,"Auburn","SEC",NA,NA
1991,"regular",3,"AP Top 25",16,333,"Alabama","SEC",NA,NA
1991,"regular",3,"AP Top 25",17,59,"Georgia Tech","ACC",NA,NA
1991,"regular",3,"AP Top 25",18,127,"Michigan State","Big Ten",NA,NA
1991,"regular",3,"AP Top 25",19,194,"Ohio State","Big Ten",NA,NA
1991,"regular",3,"AP Top 25",20,245,"Texas A&M","Southwest",NA,NA
1991,"regular",3,"AP Top 25",21,26,"UCLA","Pac-10",NA,NA
1991,"regular",3,"AP Top 25",22,183,"Syracuse","Big East",NA,NA
1991,"regular",3,"AP Top 25",23,239,"Baylor","Southwest",NA,NA
1991,"regular",3,"AP Top 25",24,221,"Pittsburgh","Big East",NA,NA
1991,"regular",3,"AP Top 25",25,344,"Mississippi State","SEC",NA,NA
1991,"regular",4,"AP Top 25",1,52,"Florida State","FBS Independents",NA,NA
1991,"regular",4,"AP Top 25",2,2390,"Miami","Big East",NA,NA
1991,"regular",4,"AP Top 25",3,130,"Michigan","Big Ten",NA,NA
1991,"regular",4,"AP Top 25",4,264,"Washington","Pac-10",NA,NA
1991,"regular",4,"AP Top 25",5,57,"Florida","SEC",NA,NA
1991,"regular",4,"AP Top 25",6,2633,"Tennessee","SEC",NA,NA
1991,"regular",4,"AP Top 25",7,201,"Oklahoma","Big 8",NA,NA
1991,"regular",4,"AP Top 25",8,228,"Clemson","ACC",NA,NA
1991,"regular",4,"AP Top 25",9,158,"Nebraska","Big 8",NA,NA
1991,"regular",4,"AP Top 25",10,2294,"Iowa","Big Ten",NA,NA
1991,"regular",4,"AP Top 25",11,87,"Notre Dame","FBS Independents",NA,NA
1991,"regular",4,"AP Top 25",12,213,"Penn State","FBS Independents",NA,NA
1991,"regular",4,"AP Top 25",13,2,"Auburn","SEC",NA,NA
1991,"regular",4,"AP Top 25",14,239,"Baylor","Southwest",NA,NA
1991,"regular",4,"AP Top 25",15,245,"Texas A&M","Southwest",NA,NA
1991,"regular",4,"AP Top 25",16,194,"Ohio State","Big Ten",NA,NA
1991,"regular",4,"AP Top 25",17,59,"Georgia Tech","ACC",NA,NA
1991,"regular",4,"AP Top 25",18,183,"Syracuse","Big East",NA,NA
1991,"regular",4,"AP Top 25",19,38,"Colorado","Big 8",NA,NA
1991,"regular",4,"AP Top 25",20,221,"Pittsburgh","Big East",NA,NA
1991,"regular",4,"AP Top 25",21,248,"Houston","Southwest",NA,NA
1991,"regular",4,"AP Top 25",22,30,"USC","Pac-10",NA,NA
1991,"regular",4,"AP Top 25",23,344,"Mississippi State","SEC",NA,NA
1991,"regular",4,"AP Top 25",24,25,"California","Pac-10",NA,NA
1991,"regular",4,"AP Top 25",25,61,"Georgia","SEC",NA,NA
1991,"regular",5,"AP Top 25",1,52,"Florida State","FBS Independents",NA,NA
1991,"regular",5,"AP Top 25",2,2390,"Miami","Big East",NA,NA
1991,"regular",5,"AP Top 25",3,130,"Michigan","Big Ten",NA,NA
1991,"regular",5,"AP Top 25",4,264,"Washington","Pac-10",NA,NA
1991,"regular",5,"AP Top 25",5,2633,"Tennessee","SEC",NA,NA
1991,"regular",5,"AP Top 25",6,201,"Oklahoma","Big 8",NA,NA
1991,"regular",5,"AP Top 25",7,228,"Clemson","ACC",NA,NA
1991,"regular",5,"AP Top 25",8,87,"Notre Dame","FBS Independents",NA,NA
1991,"regular",5,"AP Top 25",9,2294,"Iowa","Big Ten",NA,NA
1991,"regular",5,"AP Top 25",10,213,"Penn State","FBS Independents",NA,NA
1991,"regular",5,"AP Top 25",10,183,"Syracuse","Big East",NA,NA
1991,"regular",5,"AP Top 25",12,239,"Baylor","Southwest",NA,NA
1991,"regular",5,"AP Top 25",13,2,"Auburn","SEC",NA,NA
1991,"regular",5,"AP Top 25",14,57,"Florida","SEC",NA,NA
1991,"regular",5,"AP Top 25",15,194,"Ohio State","Big Ten",NA,NA
1991,"regular",5,"AP Top 25",16,158,"Nebraska","Big 8",NA,NA
1991,"regular",5,"AP Top 25",17,38,"Colorado","Big 8",NA,NA
1991,"regular",5,"AP Top 25",18,221,"Pittsburgh","Big East",NA,NA
1991,"regular",5,"AP Top 25",19,59,"Georgia Tech","ACC",NA,NA
1991,"regular",5,"AP Top 25",20,25,"California","Pac-10",NA,NA
1991,"regular",5,"AP Top 25",21,344,"Mississippi State","SEC",NA,NA
1991,"regular",5,"AP Top 25",22,333,"Alabama","SEC",NA,NA
1991,"regular",5,"AP Top 25",23,153,"North Carolina","ACC",NA,NA
1991,"regular",5,"AP Top 25",24,9,"Arizona State","Pac-10",NA,NA
1991,"regular",5,"AP Top 25",25,356,"Illinois","Big Ten",NA,NA
1991,"regular",6,"AP Top 25",1,52,"Florida State","FBS Independents",NA,NA
1991,"regular",6,"AP Top 25",2,2390,"Miami","Big East",NA,NA
1991,"regular",6,"AP Top 25",3,264,"Washington","Pac-10",NA,NA
1991,"regular",6,"AP Top 25",4,2633,"Tennessee","SEC",NA,NA
1991,"regular",6,"AP Top 25",5,201,"Oklahoma","Big 8",NA,NA
1991,"regular",6,"AP Top 25",6,228,"Clemson","ACC",NA,NA
1991,"regular",6,"AP Top 25",7,130,"Michigan","Big Ten",NA,NA
1991,"regular",6,"AP Top 25",8,87,"Notre Dame","FBS Independents",NA,NA
1991,"regular",6,"AP Top 25",9,2294,"Iowa","Big Ten",NA,NA
1991,"regular",6,"AP Top 25",10,183,"Syracuse","Big East",NA,NA
1991,"regular",6,"AP Top 25",11,239,"Baylor","Southwest",NA,NA
1991,"regular",6,"AP Top 25",12,213,"Penn State","FBS Independents",NA,NA
1991,"regular",6,"AP Top 25",13,57,"Florida","SEC",NA,NA
1991,"regular",6,"AP Top 25",14,194,"Ohio State","Big Ten",NA,NA
1991,"regular",6,"AP Top 25",15,158,"Nebraska","Big 8",NA,NA
1991,"regular",6,"AP Top 25",16,2,"Auburn","SEC",NA,NA
1991,"regular",6,"AP Top 25",17,221,"Pittsburgh","Big East",NA,NA
1991,"regular",6,"AP Top 25",18,25,"California","Pac-10",NA,NA
1991,"regular",6,"AP Top 25",19,152,"NC State","ACC",NA,NA
1991,"regular",6,"AP Top 25",20,333,"Alabama","SEC",NA,NA
1991,"regular",6,"AP Top 25",21,59,"Georgia Tech","ACC",NA,NA
1991,"regular",6,"AP Top 25",22,356,"Illinois","Big Ten",NA,NA
1991,"regular",6,"AP Top 25",23,245,"Texas A&M","Southwest",NA,NA
1991,"regular",6,"AP Top 25",24,26,"UCLA","Pac-10",NA,NA
1991,"regular",6,"AP Top 25",25,38,"Colorado","Big 8",NA,NA
1991,"regular",7,"AP Top 25",1,52,"Florida State","FBS Independents",NA,NA
1991,"regular",7,"AP Top 25",2,2390,"Miami","Big East",NA,NA
1991,"regular",7,"AP Top 25",3,264,"Washington","Pac-10",NA,NA
1991,"regular",7,"AP Top 25",4,2633,"Tennessee","SEC",NA,NA
1991,"regular",7,"AP Top 25",5,130,"Michigan","Big Ten",NA,NA
1991,"regular",7,"AP Top 25",6,201,"Oklahoma","Big 8",NA,NA
1991,"regular",7,"AP Top 25",7,87,"Notre Dame","FBS Independents",NA,NA
1991,"regular",7,"AP Top 25",8,239,"Baylor","Southwest",NA,NA
1991,"regular",7,"AP Top 25",9,213,"Penn State","FBS Independents",NA,NA
1991,"regular",7,"AP Top 25",10,57,"Florida","SEC",NA,NA
1991,"regular",7,"AP Top 25",11,194,"Ohio State","Big Ten",NA,NA
1991,"regular",7,"AP Top 25",12,221,"Pittsburgh","Big East",NA,NA
1991,"regular",7,"AP Top 25",13,25,"California","Pac-10",NA,NA
1991,"regular",7,"AP Top 25",14,158,"Nebraska","Big 8",NA,NA
1991,"regular",7,"AP Top 25",15,183,"Syracuse","Big East",NA,NA
1991,"regular",7,"AP Top 25",16,152,"NC State","ACC",NA,NA
1991,"regular",7,"AP Top 25",17,2294,"Iowa","Big Ten",NA,NA
1991,"regular",7,"AP Top 25",18,228,"Clemson","ACC",NA,NA
1991,"regular",7,"AP Top 25",19,333,"Alabama","SEC",NA,NA
1991,"regular",7,"AP Top 25",20,356,"Illinois","Big Ten",NA,NA
1991,"regular",7,"AP Top 25",21,245,"Texas A&M","Southwest",NA,NA
1991,"regular",7,"AP Top 25",22,61,"Georgia","SEC",NA,NA
1991,"regular",7,"AP Top 25",23,145,"Ole Miss","SEC",NA,NA
1991,"regular",7,"AP Top 25",24,2,"Auburn","SEC",NA,NA
1991,"regular",7,"AP Top 25",25,38,"Colorado","Big 8",NA,NA
1991,"regular",8,"AP Top 25",1,52,"Florida State","FBS Independents",NA,NA
1991,"regular",8,"AP Top 25",2,2390,"Miami","Big East",NA,NA
1991,"regular",8,"AP Top 25",3,264,"Washington","Pac-10",NA,NA
1991,"regular",8,"AP Top 25",4,130,"Michigan","Big Ten",NA,NA
1991,"regular",8,"AP Top 25",5,87,"Notre Dame","FBS Independents",NA,NA
1991,"regular",8,"AP Top 25",6,57,"Florida","SEC",NA,NA
1991,"regular",8,"AP Top 25",7,25,"California","Pac-10",NA,NA
1991,"regular",8,"AP Top 25",8,2633,"Tennessee","SEC",NA,NA
1991,"regular",8,"AP Top 25",9,158,"Nebraska","Big 8",NA,NA
1991,"regular",8,"AP Top 25",10,213,"Penn State","FBS Independents",NA,NA
1991,"regular",8,"AP Top 25",11,152,"NC State","ACC",NA,NA
1991,"regular",8,"AP Top 25",12,201,"Oklahoma","Big 8",NA,NA
1991,"regular",8,"AP Top 25",13,356,"Illinois","Big Ten",NA,NA
1991,"regular",8,"AP Top 25",14,333,"Alabama","SEC",NA,NA
1991,"regular",8,"AP Top 25",15,2294,"Iowa","Big Ten",NA,NA
1991,"regular",8,"AP Top 25",16,239,"Baylor","Southwest",NA,NA
1991,"regular",8,"AP Top 25",17,61,"Georgia","SEC",NA,NA
1991,"regular",8,"AP Top 25",18,194,"Ohio State","Big Ten",NA,NA
1991,"regular",8,"AP Top 25",19,245,"Texas A&M","Southwest",NA,NA
1991,"regular",8,"AP Top 25",20,221,"Pittsburgh","Big East",NA,NA
1991,"regular",8,"AP Top 25",21,228,"Clemson","ACC",NA,NA
1991,"regular",8,"AP Top 25",22,38,"Colorado","Big 8",NA,NA
1991,"regular",8,"AP Top 25",23,151,"East Carolina","FBS Independents",NA,NA
1991,"regular",8,"AP Top 25",24,183,"Syracuse","Big East",NA,NA
1991,"regular",8,"AP Top 25",25,9,"Arizona State","Pac-10",NA,NA
1991,"regular",9,"AP Top 25",1,52,"Florida State","FBS Independents",NA,NA
1991,"regular",9,"AP Top 25",2,2390,"Miami","Big East",NA,NA
1991,"regular",9,"AP Top 25",3,264,"Washington","Pac-10",NA,NA
1991,"regular",9,"AP Top 25",4,130,"Michigan","Big Ten",NA,NA
1991,"regular",9,"AP Top 25",5,87,"Notre Dame","FBS Independents",NA,NA
1991,"regular",9,"AP Top 25",6,57,"Florida","SEC",NA,NA
1991,"regular",9,"AP Top 25",7,333,"Alabama","SEC",NA,NA
1991,"regular",9,"AP Top 25",8,213,"Penn State","FBS Independents",NA,NA
1991,"regular",9,"AP Top 25",9,158,"Nebraska","Big 8",NA,NA
1991,"regular",9,"AP Top 25",10,25,"California","Pac-10",NA,NA
1991,"regular",9,"AP Top 25",11,2294,"Iowa","Big Ten",NA,NA
1991,"regular",9,"AP Top 25",12,152,"NC State","ACC",NA,NA
1991,"regular",9,"AP Top 25",13,245,"Texas A&M","Southwest",NA,NA
1991,"regular",9,"AP Top 25",14,194,"Ohio State","Big Ten",NA,NA
1991,"regular",9,"AP Top 25",15,2633,"Tennessee","SEC",NA,NA
1991,"regular",9,"AP Top 25",16,38,"Colorado","Big 8",NA,NA
1991,"regular",9,"AP Top 25",17,356,"Illinois","Big Ten",NA,NA
1991,"regular",9,"AP Top 25",18,183,"Syracuse","Big East",NA,NA
1991,"regular",9,"AP Top 25",19,228,"Clemson","ACC",NA,NA
1991,"regular",9,"AP Top 25",20,151,"East Carolina","FBS Independents",NA,NA
1991,"regular",9,"AP Top 25",21,201,"Oklahoma","Big 8",NA,NA
1991,"regular",9,"AP Top 25",22,239,"Baylor","Southwest",NA,NA
1991,"regular",9,"AP Top 25",23,221,"Pittsburgh","Big East",NA,NA
1991,"regular",9,"AP Top 25",24,61,"Georgia","SEC",NA,NA
1991,"regular",9,"AP Top 25",25,8,"Arkansas","Southwest",NA,NA
1991,"regular",10,"AP Top 25",1,52,"Florida State","FBS Independents",NA,NA
1991,"regular",10,"AP Top 25",2,2390,"Miami","Big East",NA,NA
1991,"regular",10,"AP Top 25",3,264,"Washington","Pac-10",NA,NA
1991,"regular",10,"AP Top 25",4,130,"Michigan","Big Ten",NA,NA
1991,"regular",10,"AP Top 25",5,87,"Notre Dame","FBS Independents",NA,NA
1991,"regular",10,"AP Top 25",6,57,"Florida","SEC",NA,NA
1991,"regular",10,"AP Top 25",7,333,"Alabama","SEC",NA,NA
1991,"regular",10,"AP Top 25",8,213,"Penn State","FBS Independents",NA,NA
1991,"regular",10,"AP Top 25",9,158,"Nebraska","Big 8",NA,NA
1991,"regular",10,"AP Top 25",10,25,"California","Pac-10",NA,NA
1991,"regular",10,"AP Top 25",11,2294,"Iowa","Big Ten",NA,NA
1991,"regular",10,"AP Top 25",12,245,"Texas A&M","Southwest",NA,NA
1991,"regular",10,"AP Top 25",13,194,"Ohio State","Big Ten",NA,NA
1991,"regular",10,"AP Top 25",14,2633,"Tennessee","SEC",NA,NA
1991,"regular",10,"AP Top 25",15,38,"Colorado","Big 8",NA,NA
1991,"regular",10,"AP Top 25",16,228,"Clemson","ACC",NA,NA
1991,"regular",10,"AP Top 25",17,151,"East Carolina","FBS Independents",NA,NA
1991,"regular",10,"AP Top 25",18,183,"Syracuse","Big East",NA,NA
1991,"regular",10,"AP Top 25",19,152,"NC State","ACC",NA,NA
1991,"regular",10,"AP Top 25",20,201,"Oklahoma","Big 8",NA,NA
1991,"regular",10,"AP Top 25",21,239,"Baylor","Southwest",NA,NA
1991,"regular",10,"AP Top 25",22,61,"Georgia","SEC",NA,NA
1991,"regular",10,"AP Top 25",23,26,"UCLA","Pac-10",NA,NA
1991,"regular",10,"AP Top 25",24,8,"Arkansas","Southwest",NA,NA
1991,"regular",10,"AP Top 25",25,278,"Fresno State","Big West",NA,NA
1991,"regular",11,"AP Top 25",1,52,"Florida State","FBS Independents",NA,NA
1991,"regular",11,"AP Top 25",2,264,"Washington","Pac-10",NA,NA
1991,"regular",11,"AP Top 25",2,2390,"Miami","Big East",NA,NA
1991,"regular",11,"AP Top 25",4,130,"Michigan","Big Ten",NA,NA
1991,"regular",11,"AP Top 25",5,87,"Notre Dame","FBS Independents",NA,NA
1991,"regular",11,"AP Top 25",6,57,"Florida","SEC",NA,NA
1991,"regular",11,"AP Top 25",7,25,"California","Pac-10",NA,NA
1991,"regular",11,"AP Top 25",8,333,"Alabama","SEC",NA,NA
1991,"regular",11,"AP Top 25",9,213,"Penn State","FBS Independents",NA,NA
1991,"regular",11,"AP Top 25",10,2294,"Iowa","Big Ten",NA,NA
1991,"regular",11,"AP Top 25",11,158,"Nebraska","Big 8",NA,NA
1991,"regular",11,"AP Top 25",12,245,"Texas A&M","Southwest",NA,NA
1991,"regular",11,"AP Top 25",13,2633,"Tennessee","SEC",NA,NA
1991,"regular",11,"AP Top 25",14,38,"Colorado","Big 8",NA,NA
1991,"regular",11,"AP Top 25",15,228,"Clemson","ACC",NA,NA
1991,"regular",11,"AP Top 25",16,151,"East Carolina","FBS Independents",NA,NA
1991,"regular",11,"AP Top 25",17,183,"Syracuse","Big East",NA,NA
1991,"regular",11,"AP Top 25",18,152,"NC State","ACC",NA,NA
1991,"regular",11,"AP Top 25",19,194,"Ohio State","Big Ten",NA,NA
1991,"regular",11,"AP Top 25",20,201,"Oklahoma","Big 8",NA,NA
1991,"regular",11,"AP Top 25",21,239,"Baylor","Southwest",NA,NA
1991,"regular",11,"AP Top 25",22,26,"UCLA","Pac-10",NA,NA
1991,"regular",11,"AP Top 25",23,61,"Georgia","SEC",NA,NA
1991,"regular",11,"AP Top 25",24,258,"Virginia","ACC",NA,NA
1991,"regular",11,"AP Top 25",25,84,"Indiana","Big Ten",NA,NA
1991,"regular",12,"AP Top 25",1,52,"Florida State","FBS Independents",NA,NA
1991,"regular",12,"AP Top 25",2,2390,"Miami","Big East",NA,NA
1991,"regular",12,"AP Top 25",3,264,"Washington","Pac-10",NA,NA
1991,"regular",12,"AP Top 25",4,130,"Michigan","Big Ten",NA,NA
